User,Title,Status,URL,Jurisdiction,Jurisdiction ID,Jurisdiction Level,Jurisdiction State,Agency,Agency ID,Followup Date,Estimated Completion Date,Requested Documents,Tracking Number,Embargo,Days since submitted,Days since updated,Projects,Tags,Price,Date Submitted,Date Due,Date Done,Slug
DevonahK.Blackwell,"FOIA TIDE,TSDB, US CUSTOMS, FBI,CIA reports on Devonah Kaye Blackwell (Federal Bureau of Investigation)",Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/foia-tidetsdb-us-customs-fbicia-reports-on-devonah-kaye-blackwell-federal-bureau-of-investigation-109464/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any records pertaining to Devonah Kaye Blackwell from period 1985-2021 and surveillance, detention, implantation, monitoring, as well any information regarding Devonah Kaye Blackwell being a ""non-investigative subject"" or being an ""implantee"" or Targeted Individual in relation to any of the following agencies: Flint, Michigan Police Department(1985-2021); FBI, Michigan Field Office (1985-2021), US Customs (1985-2021), Newark International Airport(1990-2021), FBI, Newark Field Office (1990-201); FBI, San Diego Field Office(1990-2021), Office of Naval Operations, San Diego (1990-2021); TSA (2001-2021), Homeland Security (2000-2021);  TSDB/TIDE (1990-2021); Central Intelligence Agency (1967-2021); DoD (1967-2021); Department of Energy (1967-2021); and National Security Agency (1967-2021).",,False,100,100,,,0.00,2021-03-08 15:42:54.632870+00:00,2021-04-05,,foia-tidetsdb-us-customs-fbicia-reports-on-devonah-kaye-blackwell-federal-bureau-of-investigation-109464
powerKitten,FOIMS (FBI),Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/foims-fbi-37642/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"I am seeking Source Code, documentation, and training manuals for the FBI’s Field Office Information Management System (FOIMS.) I have reason to believe the source code was originally written in the COBOL programming language before switching to the Natural programming language in 1981. It was reportedly developed by the Systems Development Section of the Technical Services Divison, as well as the Research and Development Section.

Please explicitly include the Technical Services Divison in the search, as I believe they are most likely to hold responsive documents to this request.",1374305-000,False,1492,1482,Public Domain Programming: the Source Code of the Government,"open source software,source code",0.00,2017-05-16 04:00:00+00:00,,,foims-fbi-37642
aaronrose87,Foreign Cyber Attacks against American Universities,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/foreign-cyber-attacks-against-american-universities-33337/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,I am looking for all records about successful and attempted cyber attacks against American universities.,NFP-67139,False,1583,1575,,,0.00,2017-02-14 05:00:00+00:00,,,foreign-cyber-attacks-against-american-universities-33337
beryllipton,Former House Speaker Jim Wright (FBI),Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/former-house-speaker-jim-wright-fbi-17753/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any and all files related to and regarding former Speaker of the House of Representative Jim Wright (also known as James Claude Wright, Jr.), who passed away on May 6, 2015 (http://www.stripes.com/news/us/former-house-speaker-jim-wright-dead-at-92-1.344564). In addition to the Central Records System, please check all cross reference indices.",1328808-000,False,2233,2116,,,0.00,2015-05-06 04:00:00+00:00,,2015-08-31 00:00:00+00:00,former-house-speaker-jim-wright-fbi-17753
JohnL.Grubbs,Former Tor Project Spokes Person,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/former-tor-project-spokes-person-26598/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any information with respect to Jacob Appelbaum, also known as ioerror, former spokes person for The Tor Project.net",,False,1811,1807,,,0.00,2016-07-01 04:00:00+00:00,,,former-tor-project-spokes-person-26598
mjguariglia,Foucault FBI,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/foucault-fbi-29197/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,All files and investigation findings referencing or about historian and philosopher Michel Foucault (1926-1984).,1360819-000,False,1694,1680,,,0.00,2016-10-26 04:00:00+00:00,,,foucault-fbi-29197
Blevitrader,Freedom from covert harassment and surveillance,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/freedom-from-covert-harassment-and-surveillance-13517/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,Would like the information contained in my FBI file.,1300211-000,False,2461,2449,,,0.00,2014-09-20 04:00:00+00:00,,,freedom-from-covert-harassment-and-surveillance-13517
career_jk,Freedom of Information Act Information Request,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/freedom-of-information-act-information-request-34095/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"I am interested in obtaining any Federal Bureau of Investigation (FBI) files about myself, Justin Craig King.",1368485-000,False,1569,1556,,,0.00,2017-02-28 05:00:00+00:00,,,freedom-of-information-act-information-request-34095
Santa,Freedom of information Act Request: Jacob Appelbaum,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/freedom-of-information-act-request-jacob-appelbaum-111500/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of FBI files on Jacob Appelbaum, aka ioerror a computer hacker, whose sex abuse allegations and predatory behaviour was widely circulated in the media throughout 2016.

Please conduct searches of the Central Records System, including but not limited to the SENTINEL system, FBI email system, the Electronic Surveillance (ELSUR) Records System, the Microphone Surveillance (MISUR) Indices, the Physical Surveillance (FISUR) Indices, Technical Surveillance (TESUR) Indices, Counter-drug Information Indices System (CIIS), Investigative Data Warehouse (IDW) including but not limited to Investigative Data Warehouse - Secret, IDW-S Core, SPT, and DOCLAB-S, FBI Automated Case Support system (ACS), subset of the Electronic Case File (ECF) system, National Crime Information Center (NCIC), Combined DNA Index System (CODIS), Integrated Automated Fingerprint Identification System (IAFIS), Interstate Photo System (IPS) and/or Facial Recognition Databases such as those used by FACE (Facial Analysis, Comparison, and Evaluation) specialists, and the Foreign Intelligence Surveillance Act (FISA) warrant applications and/or Foreign Intelligence Surveillance Court (FISC) record filings, for both main-file records and cross-reference records for all relevant names, individuals, agencies and companies. Please further consult all available cross-reference indices, databases, and records, in addition to any other data sources containing potentially-responsive materials related to Jacob Appelbaum.

Please include all potentially responsive materials, including but not limited to all communications, reports, investigations, inquiries, audio files, photographs or image files, video files, memos, email systems, directives, network packet captures, meeting minute notes, calendar entries, and any other data or data format that is used by the FBI. Please include all materials found in other subject files and all materials associated with any potentially-related names and any other known aliases, code names, nicknames, or any other identifying pseudonyms or references utilized by this agency or any other agency that is known to the FBI. Please additionally include searches for inter-agency or non-agency communications accessible by the FBI about Jacob Appelbaum.

If any potentially responsive records have been destroyed and/or transferred to NARA, then I request copies of the destruction or transfer slips as well as any other documentation relating to, mentioning or describing said transfer or destruction, to include but not be limited to confirmation that the Bureau has no other copies of said records. If previously released records are available, then I request a rolling release consisting of those records while additional records are located and processed for release.

It is my understanding that your agency is required to search the records stored at NARA’s Washington Records Center in Suitland, MD, which remain technically under your agency’s control (see 36 CFR 1250.8). Please also conduct a search of records at NARA's Washington Records Center in Suitland, for records related to Jacob Appelbaum.

Furthermore, I request the FOIA log and copies of all other requests for information on Jacon Appelbaum including the responsive documents.

Mr. Jacob Appelbaum was a public figure. This request is a critical part of a journalistic research project which requires the responsive documents for informing the public.",,False,52,52,,,0.00,2021-04-25 22:16:31.159812+00:00,2021-05-21,,freedom-of-information-act-request-jacob-appelbaum-111500
NataliiaPisniaBystriakova,FREEDOM OF INFORMATION ACT REQUEST LETTER,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/freedom-of-information-act-request-letter-34726/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any records on business activity, arrest, criminal and immigration records, taxations in the US of 3 individuals, Ukrainian nationality",1371520-000,False,1559,1521,,,0.00,2017-03-10 05:00:00+00:00,,,freedom-of-information-act-request-letter-34726
trotter,Gaëtan Dugas’ FBI File,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/gaetan-dugas-fbi-file-46252/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"This is a request under the Freedom of Information Act. I hereby request the following records:

All responsive documents mentioning or pertaining to a person named Gaetan Dugas, also spelled Gaëtan Dugas. He was born on February 20, 1953 and died on March 30, 1984. Proof of death is not required as his death was widely reported in news media and other sources after his death:

https://en.wikipedia.org/wiki/Gaetan_Dugas

Please conduct a search of the Central Records and Electronic Surveillance (ELSUR) indices, as well as cross-reference documents.

Please limit this request, if applicable, to records that were previously processed under the Freedom of Information Act. If no responsive records were previously processed under the Freedom of Information Act, please process this request as you normally would.",1390636-000,False,1295,1135,,,0.00,2017-11-29 05:00:00+00:00,2017-12-28,,gaetan-dugas-fbi-file-46252
sixty91,Gary DeVore,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/gary-devore-34063/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2017-07-07,,"Any and all files on Gary DeVore (September 17, 1941 – June 28, 1997) was a Hollywood screenwriter best known for Raw Deal and for his bizarre death in 1997.
DeVore disappeared in June 1997, prompting an extensive search and media speculation. A year later, his car was discovered submerged in the California Aqueduct in Palmdale, California.

http://www.dailymail.co.uk/news/article-2905392/Hollywood-screenwriter-mysteriously-killed-20-years-ago-working-CIA-hands-sent-autopsy-200-years-old.html",EMRUFOIA030717-17,False,1570,1470,,,0.00,2017-02-27 05:00:00+00:00,2017-03-27,,gary-devore-34063
EmmaBest,Gavin MacFadyen,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/gavin-macfadyen-29370/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Records relating to or mentioning Gavin Hall MacFadyen (né Galter; January 1, 1940 – October 22, 2016) who was an American investigative journalist and documentary filmmaker. In recent years, his work focused on facilitating and protecting whistleblowing activities. He was closely linked to Julian Assange and formed the official Julian Assange Defense Committee, which raises funds to pay the legal expenses of Assange and other Wikileaks staff. His death has been widely reported. https://www.washingtonpost.com/world/gavin-macfadyen-defender-of-wikileaks-founder-julian-assange-dies-at-76/2016/10/24/69089e30-99f2-11e6-b3c9-f662adaa0048_story.html

Please conduct a search of the Central Records System, including but not limited to the Electronic Surveillance (ELSUR) Indices, the Microphone Surveillance (MISUR) Indices, the Physical Surveillance (FISUR) Indices, and the Technical Surveillance (TESUR) Indices, for both main-file records and cross-reference records.

I am a member of the news media and request classification as such. I have previously written about the Bureau for AND Magazine, MuckRock and Glomar Disclosure. My articles have been widely read, with some reaching over 100,000 readers. As such, as I have a reasonable expectation of publication and my editorial and writing skills are well established",DOJ-AP-2017-002918,False,1692,1385,,"assange,julian assange,wikileaks",0.00,2016-10-28 04:00:00+00:00,,2017-03-16 00:00:00+00:00,gavin-macfadyen-29370
JPatBrown,George Lincoln Rockwell (FBI),Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/george-lincoln-rockwell-fbi-20674/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of the FBI's files on the American Nazi Party founder George Lincoln Rockwell.

His death was widely reported, including by the BBC here:
http://news.bbc.co.uk/onthisday/hi/dates/stories/august/25/newsid_3031000/3031928.stm

I am a journalist, who has written about government transparency in a variety of publications, such as a the Boston Herald. 
http://www.bostonherald.com/news_opinion/opinion/op_ed/2014/10/op_ed_let_s_put_more_light_in_sunshine_law
In addition, in my capacity as editor of MuckRock, I have both written articles concerning FOIA/Public Records, 
https://www.muckrock.com/news/archives/2015/mar/19/amtrak-lounge-car-complaints/
and directly overseen/commissioned articles on the topic from other journalists,
https://www.muckrock.com/news/archives/2015/feb/26/fbi-files-congressman-dickstein-show-close-relatio/
which have in turn been written about in national publications such as the Washington Post. 
http://www.washingtonpost.com/blogs/in-the-loop/wp/2014/07/14/russian-menus-grapeless-jazz-salad-and-other-top-secret-cafeteria-complaints-from-inside-the-cia/
",1335415-000,False,2128,2078,,,0.00,2015-08-19 04:00:00+00:00,2015-09-22,2015-10-08 00:00:00+00:00,george-lincoln-rockwell-fbi-20674
jasonsmathers,George McGovern (FBI),Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/george-mcgovern-fbi-10744/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,All records on George McGovern.,1256093-000,False,2655,1461,,,0.00,2014-03-10 04:00:00+00:00,,,george-mcgovern-fbi-10744
PeterBLloyd,"George Salomon, designer of NYC subway map: FBI files",Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/george-salomon-designer-of-nyc-subway-map-fbi-files-21375/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"In 1958, New York City's first modern subway map was created by German emigre George Salomon, but during the 1950s the FBI made enquiries with his neighbours insinuating he was a communist (which he definitely was not).",1337238-000,False,2097,2084,,,0.00,2015-09-19 04:00:00+00:00,,,george-salomon-designer-of-nyc-subway-map-fbi-files-21375
wmf6267,Grand Jury Records,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/grand-jury-records-43932/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Please produce any records related to Grand Jury for  former 'Puerto Rican Governor Anibal Acevedo '.  The Case Caption and docket number are as follows:
Docket Number: Case No. 08-cr-36-PJB
Case Caption: U.S. V. ACEVEDO-VILA",1385905-000,False,1357,1345,,,0.00,2017-09-28 04:00:00+00:00,,,grand-jury-records-43932
wmf6267,Grand Jury Records,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/grand-jury-records-43931/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,Please provide any records of the historic law case 'Costello v. United States' in your custody.,NPF-81702,False,1357,1336,,,0.00,2017-09-28 04:00:00+00:00,,,grand-jury-records-43931
TransparentByDefault,Guccifer [FBI],Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/guccifer-fbi-4918/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Dear Mr. Jones,

The FBI has received your Freedom of Information Act/Privacy (FOIPA) request and it will be forwarded to Initial Processing for review.   Your request will be processed under the provisions of FOIPA and a response will be mailed to you at a later date.

Requests for fee waivers and expedited processing will be addressed once your request has been assigned an FOIPA request number. You will receive written notification of the FBI’s decision.    

Information regarding the Freedom of Information Act/Privacy is available at http://www.fbi.gov/ or http://www.fbi.gov/foia/.  If you require additional assistance please contact the Public Information Officer.
",1213426-000,False,2988,2966,,,0.00,2013-04-11 04:00:00+00:00,,,guccifer-fbi-4918
TransparentByDefault,Gucci Mane / Pookie Loc [FBI],Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/gucci-mane-pookie-loc-fbi-25805/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Any and all documents related to the May 19, 2005 shooting death of Henry Lee Clark III, aka ""Pookie Loc,"" in Decatur, GA by Radric Davis, aka ""Gucci Mane"".",1351305-000,False,1854,1645,,,0.00,2016-05-19 04:00:00+00:00,,,gucci-mane-pookie-loc-fbi-25805
brandongalbraith,"Hacking Team Agreements, Contracts, And Relationship Details",Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/hacking-team-agreements-contracts-and-relationship-details-19430/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"To Whom It May Concern:

This is a request under the Freedom of Information Act. 

I hereby request the following records:

1. Any requests for proposals, proposals submitted, contracts, budget cost allocations, agreements, or invoices between the Federal Bureau of Investigation and the Italian commercial entity known as Hacking Team (www.hackingteam.it).

2. A detailed inventory of all information, tools, and services provided to the Federal Bureau of Investigation by Hacking Team.

3. Any policies, guidelines, manuals and/or instructions on department use of information and/or tools provided by Hacking Team, including the legal process required (such as a warrant or court order), if any, before, during, or after using said information or tools.

4. Any departmental records concerning this department’s use of any information or tools provided by Hacking Team now or plans to use said information or tools in the future.

I also request that, if appropriate, fees be waived as I believe this request is in the public interest. The requested documents will be made available to the general public free of charge as part of the public information service at MuckRock.com, processed by a representative of the news media/press and is made in the process of news gathering and not for commercial usage.

In the event that fees cannot be waived, I would be grateful if you would inform me of the total charges in advance of fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available or CD-ROM if not.

Thank you in advance for your anticipated cooperation in this matter. I look forward to receiving your response to this request within 5 business days, as the statute requires.

Sincerely,

Brandon Galbraith",1332458-000,False,2172,2102,,hackingteam,0.00,2015-07-06 04:00:00+00:00,,,hacking-team-agreements-contracts-and-relationship-details-19430
aete2the,HardwareSecMods,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/hardwaresecmods-19755/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Count of ""Hardware Security Module"",  ""HSM"",  ""Cryptographic Accelerator"",  or ""VPN Accelerator"" devices or equivalent in use or purchased by the Bureau. This is to include devices which are incorporated into larger computing facilities such as databases, servers, switches, and routers. Please include processing notes for this request, even if request is denied in part.",NFP-48050,False,2162,2150,,,0.00,2015-07-16 04:00:00+00:00,,,hardwaresecmods-19755
sixty91,Harold Wade Brown,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/harold-wade-brown-34616/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2018-11-18,,"Any and all files on Harold Wade Brown former head of the DEA office in Kentucky. He was found shot to death in his home Louisville Kentucky  in 1984  -- an apparent suicide, according to a coroner's inquest.",1372546-000,False,1547,971,,,0.00,2017-03-22 04:00:00+00:00,2017-04-26,,harold-wade-brown-34616
ShawnMusgrave,Harry Reems (FBI),Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/harry-reems-fbi-6599/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All documents on, about or mentioning Harry Reems, born Herbert Streicher on August 27, 1947 in New York City, NY and died March 19, 2013 in Salt Lake City, UT. Proof of death is not required since his death was widely reported.

From his New York Times obituary (http://www.nytimes.com/2013/03/21/arts/harry-reems-pornographic-film-star-of-deep-throat-dies-at-65.html?_r=0):

Harry Reems, whose starring role in “Deep Throat” in 1972 made him America’s first bona fide male porn star — and whose life, more than most, embodied the time-honored American narrative of fame, failure and redemption — died on Tuesday in Salt Lake City, Utah. He was 65.",,False,2844,2690,,,0.00,2013-09-02 04:00:00+00:00,2013-09-30,,harry-reems-fbi-6599
Caitlin,Helen Gandy,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/helen-gandy-37256/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"-Any FBI files regarding Helen W. Gandy (April 8, 1897-July 7, 1988). Gandy served as J. Edgar Hoover's secretary, and her death was reported in the press: http://www.nytimes.com/1988/07/16/obituaries/helen-w-gandy-secretary-91.html",1373424-000,False,1503,1442,,,0.00,2017-05-05 04:00:00+00:00,,,helen-gandy-37256
nestes,"Henry ""Hank"" Lyle Adams FOIA request (Federal Bureau of Investigation)",Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/henry-hank-lyle-adams-foia-request-federal-bureau-of-investigation-111435/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All documents and files, including letters, memos, emails and all communications pertaining to Native American rights activist Henry ""Hank"" Lyle Adams, an obituary of whom was published in Indian Country Today on December 31, 2020 with the title ""Obituary: Henry 'Hank' Lyle Adams."" A copy of this obituary is attached to this email as a PDF, and it may also be found at https://indiancountrytoday.com/obituaries/obituary-henry-hank-lyle-adams?redir=

I would also like to request a search of all available cross-index files for mentions of Henry ""Hank"" Lyle Adams in other documents, to be included with this request.",,False,54,54,,,0.00,2021-04-23 16:05:05.595185+00:00,2021-05-21,,henry-hank-lyle-adams-foia-request-federal-bureau-of-investigation-111435
inkookang,Herbert Streicher (Harry Reems) FBI File,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/herbert-streicher-harry-reems-fbi-file-4773/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"To Whom It May Concern:

I wanted to follow up on the following Freedom of Information request, copied below, and originally submitted on March 21, 2013. Please let me know when I can expect to receive a response, or if further clarification is needed.

Thank you for your help.
",1211389-000,False,3009,2597,,,0.00,2013-03-21 04:00:00+00:00,2013-04-18,,herbert-streicher-harry-reems-fbi-file-4773
fortdodge15,Information and records on certain companies,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/information-and-records-on-certain-companies-15083/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2015-01-21,,"To Whom It May Concern:

This is a request under the Freedom of Information Act.  I hereby request the following records:

This request is made under the Freedom of Information Act. I request information and records on the following companies: Battery Ventures, a venture capital firm based in Boston; Pixelworks, a San Jose, Calif. company that provides video and pixel processing semiconductors and software; Efranat, a cancer research firm based in Israel; and TianDi Growth Capital Co. Ltd., a venture investment company.

I am the author of www.jfkresearch.me, a blog dedicated to researching people and groups that research the assassination of President Kennedy.

I also request that, if appropriate, fees be waived as I believe this request is in the public interest. The requested documents will be made available to the general public free of charge as part of the public information service at MuckRock.com, processed by a representative of the news media/press and is made in the process of news gathering and not for commercial usage.

In the event that fees cannot be waived, I would be grateful if you would inform me of the total charges in advance of fulfilling my request. I would prefer the request filled electronically, by e-mail attachment if available or CD-ROM if not.

Thank you in advance for your anticipated cooperation in this matter. I look forward to receiving your response to this request within 20 business days, as the statute requires.

Sincerely,

John  Kirsch",,False,2369,2368,,,0.00,2014-12-21 05:00:00+00:00,2015-01-21,,information-and-records-on-certain-companies-15083
jepricer,Information On Me,Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/information-on-me-5610/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,Any information on James Edward Pricer,,False,2953,2960,,,0.00,2013-05-16 04:00:00+00:00,,,information-on-me-5610
AngelaSFarrell,Intellectual Property (Federal Bureau of Investigation),Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/intellectual-property-federal-bureau-of-investigation-72134/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"My name is Angela Sue Farrell.  Like a boy named Sue.  It hasn't gotten me much but may have helped to land me in this program you are calling the Brain initiative.  I do believe I am on the list of people who are remotely being studied.  It's either that, I have blue diamonds in my head, or cancer.  I was told I was placed on a list after being a whistleblower for a large pharmaceutical company.  I did not know how vicious the studies would be.  I have a chip in my left breast as well as in my spine and down my legs.  I have nanomaterial in my head.  I suffer nightly.  A few nice General's and Navy gentlemen were kind enough to tell me I am ""on the list.""   I did not sign up consensually.  I have good reason to believe I am apart of the brain initiative being studied right here in Pittsburgh, PA.  Huge grants were given to UPMC and CMU mostly by President Obama who may not realize some people like myself did not volunteer. 

I had one chip removed on April 15, 2014.  I asked the lead pathologist of UPMC  if it (Chip Device) had gone to pathology and got an answer of ""why do you keep bothering us with this why don't you call Allegheny General Hospital.""  At the pathology department at UPMC.  I believe the attorney generals office in PA, Mr. Shipiro, may know more.   I am sitting here in an extreme amount of pain while many people are playing a game.  This cannot be legal and it cannot be right.  I do not want cancer and my body feels weaker.  I wear ice caps on my head every night.  I cannot relax without my heart thumping loudly and I would like to be once and for all out of the Brain Initiative Study.  If you need further evidence please let me know because i have the frequencies to prove it.

Thank you,

Angela S. Farrell
412-304-3477",,False,784,784,,,0.00,2019-04-23 23:01:35.781440+00:00,2019-05-21,,intellectual-property-federal-bureau-of-investigation-72134
AngelaSFarrell,Intellectual Property (Federal Bureau of Investigation),Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/intellectual-property-federal-bureau-of-investigation-72146/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"My name is Angela Sue Farrell.  Like a boy named Sue.  It hasn't gotten me much but may have helped to land me in this program you are calling the Brain initiative.  I do believe I am on the list of people who are remotely being studied.  It's either that, I have blue diamonds in my head, or cancer.  I was told I was placed on a list after being a whistleblower for a large pharmaceutical company.  I did not know how vicious the studies would be.  I have a chip in my left breast as well as in my spine and down my legs.  I have nanomaterial in my head.  I suffer nightly.  A few nice General's and Navy gentlemen were kind enough to tell me I am ""on the list.""   I did not sign up consensually.  I have good reason to believe I am apart of the brain initiative being studied right here in Pittsburgh, PA.  Huge grants were given to UPMC and CMU mostly by President Obama who may not realize some people like myself did not volunteer. 

I had one chip removed on April 15, 2014.  I asked the lead pathologist of UPMC  if it (Chip Device) had gone to pathology and got an answer of ""why do you keep bothering us with this why don't you call Allegheny General Hospital.""  At the pathology department at UPMC.  I believe the attorney generals office in PA, Mr. Shipiro, may know more.   I am sitting here in an extreme amount of pain while many people are playing a game.  This cannot be legal and it cannot be right.  I do not want cancer and my body feels weaker.  I wear ice caps on my head every night.  I cannot relax without my heart thumping loudly and I would like to be once and for all out of the Brain Initiative Study.  If you need further evidence please let me know because I have the frequencies to prove it.  I would like all of the records for the surgery that was done to Angela S. Farrell by Dr. Denis Hurowits April 15, 2014 and on December 31, 2016 by Dr. Susan Kolb in Atlanta GA.  I would like the medical records for the flourscopy especially.  Her number is 770-457-4677.  

Thank you,

Angela S. Farrell
412-304-3477",,False,784,784,,,0.00,2019-04-23 23:12:25.715040+00:00,2019-05-21,,intellectual-property-federal-bureau-of-investigation-72146
AngelaSFarrell,Intellectual Property (Federal Bureau of Investigation),Withdrawn,https://www.muckrock.com/foi/united-states-of-america-10/intellectual-property-federal-bureau-of-investigation-72142/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"My name is Angela Sue Farrell.  Like a boy named Sue.  It hasn't gotten me much but may have helped to land me in this program you are calling the Brain initiative.  I do believe I am on the list of people who are remotely being studied.  It's either that, I have blue diamonds in my head, or cancer.  I was told I was placed on a list after being a whistleblower for a large pharmaceutical company.  I did not know how vicious the studies would be.  I have a chip in my left breast as well as in my spine and down my legs.  I have nanomaterial in my head.  I suffer nightly.  A few nice General's and Navy gentlemen were kind enough to tell me I am ""on the list.""   I did not sign up consensually.  I have good reason to believe I am apart of the brain initiative being studied right here in Pittsburgh, PA.  Huge grants were given to UPMC and CMU mostly by President Obama who may not realize some people like myself did not volunteer. 

I had one chip removed on April 15, 2014.  I asked the lead pathologist of UPMC  if it (Chip Device) had gone to pathology and got an answer of ""why do you keep bothering us with this why don't you call Allegheny General Hospital.""  At the pathology department at UPMC.  I believe the attorney generals office in PA, Mr. Shipiro, may know more.   I am sitting here in an extreme amount of pain while many people are playing a game.  This cannot be legal and it cannot be right.  I do not want cancer and my body feels weaker.  I wear ice caps on my head every night.  I cannot relax without my heart thumping loudly and I would like to be once and for all out of the Brain Initiative Study.  If you need further evidence please let me know because I have the frequencies to prove it.  I would like all of the records for the surgery that was done to Angela S. Farrell by Dr. Denis Hurowits April 15, 2014 and on December 31, 2016 by Dr. Susan Kolb in Atlanta GA.  I would like the medical records for the flourscopy especially.  Her number is 770-457-4677.  

Thank you,

Angela S. Farrell
412-304-3477",,False,784,784,,,0.00,2019-04-23 23:09:33.302964+00:00,2019-05-21,,intellectual-property-federal-bureau-of-investigation-72142
