User,Title,Status,URL,Jurisdiction,Jurisdiction ID,Jurisdiction Level,Jurisdiction State,Agency,Agency ID,Followup Date,Estimated Completion Date,Requested Documents,Tracking Number,Embargo,Days since submitted,Days since updated,Projects,Tags,Price,Date Submitted,Date Due,Date Done,Slug
foiathedead,"Carrie Ann Lucas, FBI file",Rejected,https://www.muckrock.com/foi/united-states-of-america-10/carrie-ann-lucas-fbi-file-70120/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of all documents or FBI files pertaining to Carrie Ann Lucas, an obituary of whom was published in The New York Times on February 27, 2019 under the headline ""Carrie Ann Lucas, Champion for Disabled Parents, Dies at 47"". Please see attached PDF copy of that obituary, which may also be found at https://www.nytimes.com/2019/02/27/obituaries/carrie-ann-lucas-dead.html.",1430248-000,FALSE,838,832,,,0.00,2019-03-01 15:09:55.911360+00:00,2019-03-29,2019-03-07 12:37:04.078010+00:00,carrie-ann-lucas-fbi-file-70120
cds2148,Cary Grant (FBI),Rejected,https://www.muckrock.com/foi/united-states-of-america-10/cary-grant-fbi-23992/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All documents on, about or mentioning Cary Grant a.k.a. Archibald Alexander Leach (January 18, 1904 – November 29, 1986). Proof of death is not required because his death by respiratory failure was widely reported.

I request that searches of all main file and cross-reference indices, filing systems, and locations be conducted for any and all records relating or referring to Mr. Southern, including both Central Records and Electronic Surveillance (ELSUR) indices.",1349715-000,FALSE,1946,1841,,,0.00,2016-02-17 05:00:00+00:00,2016-03-16,2016-06-01 00:00:00+00:00,cary-grant-fbi-23992
EmmaBest,CBS,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/cbs-60156/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,2019-05-16,,"Records relating to or mentioning CBS, formerly known as the Columbia Broadcasting System and originally known as the United Independent Broadcasters Inc., as well as records concerning to the following related entities and locations: CBS Corporation, CBS Broadcast Center, CBS Television City, CBS Studio Center, CBS Building (AKA Black Rock) and CBS Radio.","1415598-000, DOJ-AP-2019-001209",FALSE,1021,852,,,0.00,2018-08-30 12:43:08.936103+00:00,2018-09-28,2018-11-08 11:50:54.015112+00:00,cbs-60156
titanous,Cellebrite iOS9 (FBI),Rejected,https://www.muckrock.com/foi/united-states-of-america-10/cellebrite-ios9-fbi-24703/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All communications with Cellebrite (a mobile forensics company) discussing accessing,  hacking, exploiting, cracking, unlocking, imaging, and brute forcing iPhones, iPads, and iPods running version 9 of the iOS operating system.

For reference, here is a page describing Cellebrite's capabilities against iOS 8: http://www.cellebrite.com/Pages/cellebrite-solution-for-locked-apple-devices-running-ios-8x

And this is a news report that describes Cellebrite's involvement with the FBI to unlock a phone running iOS 9: http://www.voanews.com/content/israeli-firm-helping-fbi-to-open-encrypted-iphone/3250762.html",1347636-000,FALSE,1911,287,,,0.00,2016-03-23 04:00:00+00:00,,2020-09-02 04:56:00+00:00,cellebrite-ios9-fbi-24703
Mplsam,CellHawk,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/cellhawk-62138/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Contracts, subscriptions, grants, emails, training documents, statistical reports, and all other documents referencing Hawk Analytics and/or their product CellHawk.",1428805-000,FALSE,981,509,,,0.00,2018-10-09 00:32:48.707277+00:00,2018-11-05,2020-01-24 04:56:00+00:00,cellhawk-62138
EmmaBest,Challenge Coin design (Federal Bureau of Investigation),Rejected,https://www.muckrock.com/foi/united-states-of-america-10/challenge-coin-design-federal-bureau-of-investigation-53546/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Records relating to the design of challenge coins, including guidelines, policies, proposed, accepted and rejected designs, as well as discussion, deliberation, and debate about possible designs and design policies.

I am a member of the news media and request classification as such. I am freelance writer who has previously written about the government and its activities for MuckRock, Motherboard, Unicorn Riot, AND Magazine and Glomar Disclosure. My articles have been widely read, with some reaching over 100,000 readers. My work has been further discussed in outlets including the New York Times, the Washington Post, and BBC. As such, as I have a reasonable expectation of publication and my editorial and writing skills are well established. In addition, I discuss and comment on the files online and make them available through the non-profit Internet Archive, disseminating them to a large audience. While my research is not limited to this, a great deal of it, including this, focuses on the activities and attitudes of the government itself. As such, it is not necessary for me to demonstrate the relevance of this particular subject in advance. Additionally, case law states that “proof of the ability to disseminate the released information to a broad cross-section of the public is not required.” Judicial Watch, Inc. v. Dep’t of Justice, 365 F.3d 1108, 1126 (D.C. Cir. 2004); see Carney v. U.S. Dep’t of Justice, 19 F.3d 807, 814-15 (2d Cir. 1994). Further, courts have held that ""qualified because it also had “firm” plans to “publish a number of . . . ‘document sets’” concerning United States foreign and national security policy."" Under this criteria, as well, I qualify as a member of the news media. Additionally, courts have held that the news media status ""focuses on the nature of the requester, not its request. The provision requires that the request be “made by” a representative of the news media. Id. § 552(a)(4)(A)(ii)(II). A newspaper reporter, for example, is a representative of the news media regardless of how much interest there is in the story for which he or she is requesting information."" As such, the details of the request itself are moot for the purposes of determining the appropriate fee category. My primary purpose is to inform about government activities by reporting on it and making the raw data available and I therefore request that fees be waived. Per DOJ FOIA guidance, ""a requester should be granted a fee waiver if the requested information (1) sheds light on the activities and operations of the government; (2) is likely to contribute significantly to public understanding of those operations and activities; and (3) is not primarily in the commercial interest of the requester."" As this FOIA meets all of those requirements (see above regarding the subject and how I will apply the information), a fee waiver is warranted.",DOJ-AP-2018-006241,FALSE,1134,1029,,,0.00,2018-05-09 05:32:52.840790+00:00,2018-06-07,2018-08-22 17:22:31.613822+00:00,challenge-coin-design-federal-bureau-of-investigation-53546
JPatBrown,Chandra Ann Levy (FBI),Rejected,https://www.muckrock.com/foi/united-states-of-america-10/chandra-ann-levy-fbi-24670/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of the FBI's files on Chandra Ann Levy

Her death was widely reported:
http://www.washingtonpost.com/wp-dyn/content/article/2008/06/18/AR2008061801755.html

I am journalist who writes extensively about FBI files - https://www.muckrock.com/project/subjects-matter-fbi-files-10/, which have received national and international attention - http://www.dailymail.co.uk/news/article-3219376/Undercover-FBI-agents-spy-annual-Burning-Man-festival-light-ongoing-war-terrorism-use-test-new-intelligence-collection-technology.html",1347276-000,FALSE,1913,1888,,,0.00,2016-03-21 04:00:00+00:00,2016-04-18,2016-04-15 00:00:00+00:00,chandra-ann-levy-fbi-24670
foiathedead,"Charles Kettles, FBI file",Rejected,https://www.muckrock.com/foi/united-states-of-america-10/charles-kettles-fbi-file-68255/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of all documents or FBI files pertaining to Charles Kettles, an obituary of whom was published in The New York Times on January 27, 2019 under the headline ""Charles Kettles, Who Rescued Dozens of Troops in Vietnam, Dies at 89"". Please see attached PDF copy of that obituary, which may also be found at https://www.nytimes.com/2019/01/27/obituaries/charles-kettles-dies-at-89.html.",1427845-000,FALSE,869,838,,,0.00,2019-01-29 19:41:57.887546+00:00,2019-02-27,2019-03-01 15:51:40.872006+00:00,charles-kettles-fbi-file-68255
beryllipton,Charles Manson FBI Files,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/charles-manson-fbi-files-13974/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Manson, Charles LA-0310009256
Manson, Charles LA-0090006854
Manson, Charles LA-0260018193
Manson, Charles LA-0620006817
Manson, Charles LA-0760002512
Manson, Charles LA-1750000113

Manson, Charles HQ-1750000001
Manson, Charles HQ-0090060363
Manson, Charles HQ-0090060233
Manson, Charles HQ-0090060472
Manson, Charles HQ-0090062612
Manson, Charles HQ-0090063637",1307316-000,FALSE,2424,2414,,,0.00,2014-10-27 04:00:00+00:00,,,charles-manson-fbi-files-13974
EmmaBest,Charles Nicoletti FBI,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/charles-nicoletti-fbi-24681/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"Charles ""Chuckie"" Anthony Nicoletti (December 3, 1916 - March 29, 1977), also known as ""The Typewriter"" and ""Chuckie Typewriter"", who was a top Chicago Outfit hitman under Outfit boss Sam ""Mooney"" Giancana before and after Giancana's rise and fall. His death has been widely reported and is reflected at http://www.findagrave.com/cgi-bin/fg.cgi?page=gr&GSmid=47046620&GRid=48332395","1348430-000, DOJ-AP-2016- 003313",FALSE,1902,1811,,,0.00,2016-04-01 04:00:00+00:00,2016-04-29,2016-07-01 00:00:00+00:00,charles-nicoletti-fbi-24681
lknight7676,Chris Harper Mercer,Rejected,https://www.muckrock.com/foi/united-states-of-america-10/chris-harper-mercer-21642/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"All records relating to the investigation of Chris Harper Mercer and his involvement in the mass shooting at Umpqua Community College in Oregon, especially as they pertain to his possible use of the website 4chan.org to announce his criminal intentions prior to the shooting.

Mercer's death was widely reported in the media: http://www.nytimes.com/2015/10/02/us/oregon-shooting-umpqua-community-college.html",1337885-000,FALSE,2081,2063,,,0.00,2015-10-05 04:00:00+00:00,,2015-10-23 00:00:00+00:00,chris-harper-mercer-21642
foiathedead,"Christine McGuire, FBI file",Rejected,https://www.muckrock.com/foi/united-states-of-america-10/christine-mcguire-fbi-file-67078/,United States of America,10,Federal,United States of America,Federal Bureau of Investigation,10,,,"A copy of all documents or FBI files pertaining to Christine McGuire, an obituary of whom was published in The New York Times on January 4, 2019 under the headline ""Christine McGuire, Eldest of the Singing Sisters, Is Dead at 92"". Please see attached PDF copy of that obituary, which may also be found at https://www.nytimes.com/2019/01/04/obituaries/christine-mcguire-dead.html.",1426005-000,FALSE,891,873,,,0.00,2019-01-07 19:02:46.458152+00:00,2019-02-05,2019-01-25 13:17:33.024198+00:00,christine-mcguire-fbi-file-67078
